@relation './ada_train-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-weka.filters.unsupervised.attribute.Remove-V-R45,22,4,11,33-34,12-13,2,23,30,17,36,19,8,3,9-10,32,42,46,16,41,31,44,40,15,25,49-weka.filters.unsupervised.attribute.Remove-V-R26-28,25,29'

@attribute attr39 {'\'(-inf-108.9]\'','\'(108.9-207.8]\'','\'(207.8-306.7]\'','\'(306.7-405.6]\'','\'(405.6-504.5]\'','\'(504.5-603.4]\'','\'(603.4-702.3]\'','\'(702.3-801.2]\'','\'(801.2-900.1]\'','\'(900.1-inf)\''}
@attribute attr14 {'\'(-inf-155.7]\'','\'(155.7-249.4]\'','\'(249.4-343.1]\'','\'(343.1-436.8]\'','\'(436.8-530.5]\'','\'(530.5-624.2]\'','\'(624.2-717.9]\'','\'(717.9-811.6]\'','\'(811.6-905.3]\'','\'(905.3-inf)\''}
@attribute attr24 {'\'(-inf-270]\'','\'(270-351]\'','\'(351-432]\'','\'(432-513]\'','\'(513-594]\'','\'(594-675]\'','\'(675-756]\'','\'(756-837]\'','\'(837-918]\'','\'(918-inf)\''}
@attribute attr43 {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute CLASS {0,1}

@data
'\'(504.5-603.4]\'','\'(811.6-905.3]\'','\'(513-594]\'','\'(-inf-0.1]\'',1
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(270-351]\'','\'(-inf-0.1]\'',0
'\'(504.5-603.4]\'','\'(811.6-905.3]\'','\'(432-513]\'','\'(-inf-0.1]\'',0
'\'(-inf-108.9]\'','\'(436.8-530.5]\'','\'(-inf-270]\'','\'(-inf-0.1]\'',0
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(432-513]\'','\'(0.9-inf)\'',1
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(351-432]\'','\'(0.9-inf)\'',0
'\'(405.6-504.5]\'','\'(811.6-905.3]\'','\'(513-594]\'','\'(0.9-inf)\'',1
'\'(603.4-702.3]\'','\'(905.3-inf)\'','\'(432-513]\'','\'(0.9-inf)\'',1
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(432-513]\'','\'(0.9-inf)\'',1
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(270-351]\'','\'(0.9-inf)\'',0
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(675-756]\'','\'(0.9-inf)\'',0
'\'(405.6-504.5]\'','\'(530.5-624.2]\'','\'(432-513]\'','\'(0.9-inf)\'',1
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(270-351]\'','\'(-inf-0.1]\'',0
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(270-351]\'','\'(-inf-0.1]\'',0
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(432-513]\'','\'(0.9-inf)\'',0
'\'(405.6-504.5]\'','\'(530.5-624.2]\'','\'(432-513]\'','\'(0.9-inf)\'',1
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(432-513]\'','\'(0.9-inf)\'',1
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(432-513]\'','\'(0.9-inf)\'',1
'\'(504.5-603.4]\'','\'(530.5-624.2]\'','\'(351-432]\'','\'(-inf-0.1]\'',0
'\'(-inf-108.9]\'','\'(530.5-624.2]\'','\'(513-594]\'','\'(-inf-0.1]\'',1
'\'(504.5-603.4]\'','\'(905.3-inf)\'','\'(432-513]\'','\'(-inf-0.1]\'',1
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(270-351]\'','\'(-inf-0.1]\'',0
'\'(-inf-108.9]\'','\'(530.5-624.2]\'','\'(270-351]\'','\'(-inf-0.1]\'',0
'\'(504.5-603.4]\'','\'(624.2-717.9]\'','\'(351-432]\'','\'(0.9-inf)\'',0
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(351-432]\'','\'(-inf-0.1]\'',0
'\'(306.7-405.6]\'','\'(811.6-905.3]\'','\'(675-756]\'','\'(0.9-inf)\'',1
'\'(603.4-702.3]\'','\'(811.6-905.3]\'','\'(432-513]\'','\'(0.9-inf)\'',1
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(432-513]\'','\'(0.9-inf)\'',0
'\'(207.8-306.7]\'','\'(811.6-905.3]\'','\'(270-351]\'','\'(-inf-0.1]\'',0
'\'(306.7-405.6]\'','\'(811.6-905.3]\'','\'(594-675]\'','\'(-inf-0.1]\'',0
'\'(405.6-504.5]\'','\'(811.6-905.3]\'','\'(351-432]\'','\'(0.9-inf)\'',1
'\'(306.7-405.6]\'','\'(343.1-436.8]\'','\'(270-351]\'','\'(-inf-0.1]\'',0
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(-inf-270]\'','\'(-inf-0.1]\'',0
'\'(306.7-405.6]\'','\'(811.6-905.3]\'','\'(432-513]\'','\'(0.9-inf)\'',1
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(432-513]\'','\'(-inf-0.1]\'',0
'\'(306.7-405.6]\'','\'(811.6-905.3]\'','\'(351-432]\'','\'(0.9-inf)\'',0
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(270-351]\'','\'(-inf-0.1]\'',0
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(432-513]\'','\'(-inf-0.1]\'',0
'\'(108.9-207.8]\'','\'(717.9-811.6]\'','\'(-inf-270]\'','\'(-inf-0.1]\'',0
'\'(504.5-603.4]\'','\'(811.6-905.3]\'','\'(432-513]\'','\'(0.9-inf)\'',1
'\'(405.6-504.5]\'','\'(530.5-624.2]\'','\'(351-432]\'','\'(0.9-inf)\'',0
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(351-432]\'','\'(0.9-inf)\'',1
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(432-513]\'','\'(-inf-0.1]\'',0
'\'(504.5-603.4]\'','\'(624.2-717.9]\'','\'(270-351]\'','\'(-inf-0.1]\'',0
'\'(108.9-207.8]\'','\'(811.6-905.3]\'','\'(-inf-270]\'','\'(-inf-0.1]\'',0
'\'(603.4-702.3]\'','\'(811.6-905.3]\'','\'(513-594]\'','\'(-inf-0.1]\'',1
'\'(504.5-603.4]\'','\'(530.5-624.2]\'','\'(513-594]\'','\'(0.9-inf)\'',0
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(351-432]\'','\'(0.9-inf)\'',0
'\'(504.5-603.4]\'','\'(530.5-624.2]\'','\'(351-432]\'','\'(0.9-inf)\'',0
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(-inf-270]\'','\'(0.9-inf)\'',0
'\'(306.7-405.6]\'','\'(811.6-905.3]\'','\'(432-513]\'','\'(-inf-0.1]\'',0
'\'(504.5-603.4]\'','\'(811.6-905.3]\'','\'(351-432]\'','\'(-inf-0.1]\'',0
'\'(504.5-603.4]\'','\'(811.6-905.3]\'','\'(432-513]\'','\'(0.9-inf)\'',1
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(432-513]\'','\'(-inf-0.1]\'',0
'\'(306.7-405.6]\'','\'(811.6-905.3]\'','\'(270-351]\'','\'(-inf-0.1]\'',0
'\'(306.7-405.6]\'','\'(811.6-905.3]\'','\'(513-594]\'','\'(0.9-inf)\'',0
'\'(306.7-405.6]\'','\'(811.6-905.3]\'','\'(270-351]\'','\'(0.9-inf)\'',0
'\'(306.7-405.6]\'','\'(624.2-717.9]\'','\'(432-513]\'','\'(0.9-inf)\'',1
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(270-351]\'','\'(-inf-0.1]\'',0
'\'(405.6-504.5]\'','\'(624.2-717.9]\'','\'(351-432]\'','\'(-inf-0.1]\'',0
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(594-675]\'','\'(-inf-0.1]\'',0
'\'(306.7-405.6]\'','\'(811.6-905.3]\'','\'(351-432]\'','\'(0.9-inf)\'',1
'\'(306.7-405.6]\'','\'(624.2-717.9]\'','\'(351-432]\'','\'(0.9-inf)\'',0
'\'(504.5-603.4]\'','\'(530.5-624.2]\'','\'(351-432]\'','\'(-inf-0.1]\'',0
'\'(306.7-405.6]\'','\'(436.8-530.5]\'','\'(270-351]\'','\'(-inf-0.1]\'',0
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(-inf-270]\'','\'(0.9-inf)\'',0
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(-inf-270]\'','\'(-inf-0.1]\'',0
'\'(504.5-603.4]\'','\'(811.6-905.3]\'','\'(513-594]\'','\'(0.9-inf)\'',1
'\'(603.4-702.3]\'','\'(624.2-717.9]\'','\'(432-513]\'','\'(0.9-inf)\'',0
'\'(603.4-702.3]\'','\'(530.5-624.2]\'','\'(432-513]\'','\'(-inf-0.1]\'',0
'\'(306.7-405.6]\'','\'(155.7-249.4]\'','\'(675-756]\'','\'(0.9-inf)\'',0
'\'(603.4-702.3]\'','\'(530.5-624.2]\'','\'(432-513]\'','\'(-inf-0.1]\'',0
'\'(504.5-603.4]\'','\'(530.5-624.2]\'','\'(351-432]\'','\'(0.9-inf)\'',1
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(-inf-270]\'','\'(-inf-0.1]\'',0
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(270-351]\'','\'(-inf-0.1]\'',0
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(513-594]\'','\'(-inf-0.1]\'',0
'\'(306.7-405.6]\'','\'(811.6-905.3]\'','\'(675-756]\'','\'(0.9-inf)\'',1
'\'(306.7-405.6]\'','\'(811.6-905.3]\'','\'(432-513]\'','\'(0.9-inf)\'',1
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(-inf-270]\'','\'(-inf-0.1]\'',0
'\'(108.9-207.8]\'','\'(811.6-905.3]\'','\'(432-513]\'','\'(0.9-inf)\'',0
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(351-432]\'','\'(0.9-inf)\'',1
'\'(405.6-504.5]\'','\'(811.6-905.3]\'','\'(270-351]\'','\'(-inf-0.1]\'',0
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(594-675]\'','\'(-inf-0.1]\'',0
'\'(306.7-405.6]\'','\'(343.1-436.8]\'','\'(756-837]\'','\'(0.9-inf)\'',0
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(675-756]\'','\'(0.9-inf)\'',0
'\'(207.8-306.7]\'','\'(811.6-905.3]\'','\'(351-432]\'','\'(0.9-inf)\'',1
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(594-675]\'','\'(0.9-inf)\'',1
'\'(207.8-306.7]\'','\'(717.9-811.6]\'','\'(-inf-270]\'','\'(-inf-0.1]\'',0
'\'(207.8-306.7]\'','\'(530.5-624.2]\'','\'(-inf-270]\'','\'(-inf-0.1]\'',0
'\'(306.7-405.6]\'','\'(811.6-905.3]\'','\'(270-351]\'','\'(-inf-0.1]\'',0
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(675-756]\'','\'(0.9-inf)\'',0
'\'(108.9-207.8]\'','\'(530.5-624.2]\'','\'(-inf-270]\'','\'(-inf-0.1]\'',0
'\'(207.8-306.7]\'','\'(155.7-249.4]\'','\'(432-513]\'','\'(0.9-inf)\'',0
'\'(207.8-306.7]\'','\'(624.2-717.9]\'','\'(270-351]\'','\'(-inf-0.1]\'',0
'\'(108.9-207.8]\'','\'(530.5-624.2]\'','\'(-inf-270]\'','\'(-inf-0.1]\'',0
'\'(108.9-207.8]\'','\'(436.8-530.5]\'','\'(-inf-270]\'','\'(-inf-0.1]\'',0
'\'(306.7-405.6]\'','\'(436.8-530.5]\'','\'(432-513]\'','\'(0.9-inf)\'',0
'\'(504.5-603.4]\'','\'(530.5-624.2]\'','\'(-inf-270]\'','\'(-inf-0.1]\'',0
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(513-594]\'','\'(0.9-inf)\'',1
'\'(504.5-603.4]\'','\'(530.5-624.2]\'','\'(513-594]\'','\'(0.9-inf)\'',1
'\'(405.6-504.5]\'','\'(905.3-inf)\'','\'(351-432]\'','\'(-inf-0.1]\'',1
'\'(801.2-900.1]\'','\'(811.6-905.3]\'','\'(432-513]\'','\'(-inf-0.1]\'',0
'\'(504.5-603.4]\'','\'(811.6-905.3]\'','\'(513-594]\'','\'(-inf-0.1]\'',1
'\'(306.7-405.6]\'','\'(811.6-905.3]\'','\'(351-432]\'','\'(-inf-0.1]\'',0
'\'(405.6-504.5]\'','\'(343.1-436.8]\'','\'(270-351]\'','\'(-inf-0.1]\'',0
'\'(306.7-405.6]\'','\'(155.7-249.4]\'','\'(351-432]\'','\'(-inf-0.1]\'',0
'\'(306.7-405.6]\'','\'(811.6-905.3]\'','\'(351-432]\'','\'(-inf-0.1]\'',0
'\'(306.7-405.6]\'','\'(811.6-905.3]\'','\'(513-594]\'','\'(0.9-inf)\'',0
'\'(306.7-405.6]\'','\'(811.6-905.3]\'','\'(270-351]\'','\'(-inf-0.1]\'',0
'\'(306.7-405.6]\'','\'(811.6-905.3]\'','\'(270-351]\'','\'(-inf-0.1]\'',0
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(432-513]\'','\'(0.9-inf)\'',1
'\'(306.7-405.6]\'','\'(811.6-905.3]\'','\'(351-432]\'','\'(-inf-0.1]\'',0
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(432-513]\'','\'(0.9-inf)\'',1
'\'(405.6-504.5]\'','\'(905.3-inf)\'','\'(594-675]\'','\'(0.9-inf)\'',1
'\'(504.5-603.4]\'','\'(530.5-624.2]\'','\'(594-675]\'','\'(0.9-inf)\'',1
'\'(504.5-603.4]\'','\'(717.9-811.6]\'','\'(432-513]\'','\'(0.9-inf)\'',1
'\'(-inf-108.9]\'','\'(530.5-624.2]\'','\'(756-837]\'','\'(-inf-0.1]\'',0
'\'(504.5-603.4]\'','\'(530.5-624.2]\'','\'(270-351]\'','\'(-inf-0.1]\'',0
'\'(603.4-702.3]\'','\'(905.3-inf)\'','\'(675-756]\'','\'(0.9-inf)\'',0
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(513-594]\'','\'(0.9-inf)\'',1
'\'(207.8-306.7]\'','\'(530.5-624.2]\'','\'(-inf-270]\'','\'(-inf-0.1]\'',0
'\'(504.5-603.4]\'','\'(530.5-624.2]\'','\'(432-513]\'','\'(0.9-inf)\'',1
'\'(405.6-504.5]\'','\'(811.6-905.3]\'','\'(270-351]\'','\'(0.9-inf)\'',1
'\'(405.6-504.5]\'','\'(530.5-624.2]\'','\'(513-594]\'','\'(-inf-0.1]\'',0
'\'(306.7-405.6]\'','\'(717.9-811.6]\'','\'(351-432]\'','\'(0.9-inf)\'',1
'\'(207.8-306.7]\'','\'(905.3-inf)\'','\'(432-513]\'','\'(-inf-0.1]\'',1
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(432-513]\'','\'(-inf-0.1]\'',1
'\'(108.9-207.8]\'','\'(530.5-624.2]\'','\'(756-837]\'','\'(-inf-0.1]\'',0
'\'(603.4-702.3]\'','\'(436.8-530.5]\'','\'(594-675]\'','\'(0.9-inf)\'',0
'\'(108.9-207.8]\'','\'(530.5-624.2]\'','\'(-inf-270]\'','\'(-inf-0.1]\'',0
'\'(405.6-504.5]\'','\'(530.5-624.2]\'','\'(594-675]\'','\'(0.9-inf)\'',0
'\'(405.6-504.5]\'','\'(811.6-905.3]\'','\'(513-594]\'','\'(0.9-inf)\'',0
'\'(504.5-603.4]\'','\'(811.6-905.3]\'','\'(270-351]\'','\'(0.9-inf)\'',1
'\'(207.8-306.7]\'','\'(530.5-624.2]\'','\'(270-351]\'','\'(-inf-0.1]\'',0
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(432-513]\'','\'(-inf-0.1]\'',0
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(675-756]\'','\'(0.9-inf)\'',0
'\'(306.7-405.6]\'','\'(811.6-905.3]\'','\'(270-351]\'','\'(0.9-inf)\'',1
'\'(108.9-207.8]\'','\'(436.8-530.5]\'','\'(-inf-270]\'','\'(-inf-0.1]\'',0
'\'(405.6-504.5]\'','\'(624.2-717.9]\'','\'(351-432]\'','\'(0.9-inf)\'',0
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(270-351]\'','\'(0.9-inf)\'',0
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(-inf-270]\'','\'(-inf-0.1]\'',0
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(351-432]\'','\'(0.9-inf)\'',1
'\'(603.4-702.3]\'','\'(811.6-905.3]\'','\'(513-594]\'','\'(0.9-inf)\'',1
'\'(108.9-207.8]\'','\'(249.4-343.1]\'','\'(513-594]\'','\'(-inf-0.1]\'',0
'\'(306.7-405.6]\'','\'(249.4-343.1]\'','\'(-inf-270]\'','\'(-inf-0.1]\'',0
'\'(108.9-207.8]\'','\'(436.8-530.5]\'','\'(594-675]\'','\'(0.9-inf)\'',0
'\'(405.6-504.5]\'','\'(811.6-905.3]\'','\'(432-513]\'','\'(0.9-inf)\'',1
'\'(306.7-405.6]\'','\'(249.4-343.1]\'','\'(432-513]\'','\'(-inf-0.1]\'',0
'\'(504.5-603.4]\'','\'(905.3-inf)\'','\'(432-513]\'','\'(-inf-0.1]\'',1
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(351-432]\'','\'(-inf-0.1]\'',0
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(351-432]\'','\'(-inf-0.1]\'',0
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(513-594]\'','\'(0.9-inf)\'',0
'\'(405.6-504.5]\'','\'(530.5-624.2]\'','\'(351-432]\'','\'(-inf-0.1]\'',0
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(513-594]\'','\'(0.9-inf)\'',0
'\'(306.7-405.6]\'','\'(811.6-905.3]\'','\'(-inf-270]\'','\'(-inf-0.1]\'',0
'\'(306.7-405.6]\'','\'(624.2-717.9]\'','\'(270-351]\'','\'(-inf-0.1]\'',0
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(270-351]\'','\'(0.9-inf)\'',0
'\'(603.4-702.3]\'','\'(811.6-905.3]\'','\'(432-513]\'','\'(0.9-inf)\'',1
'\'(504.5-603.4]\'','\'(905.3-inf)\'','\'(756-837]\'','\'(0.9-inf)\'',1
'\'(504.5-603.4]\'','\'(530.5-624.2]\'','\'(270-351]\'','\'(-inf-0.1]\'',0
'\'(504.5-603.4]\'','\'(905.3-inf)\'','\'(270-351]\'','\'(-inf-0.1]\'',0
'\'(306.7-405.6]\'','\'(530.5-624.2]\'','\'(-inf-270]\'','\'(-inf-0.1]\'',0
'\'(306.7-405.6]\'','\'(436.8-530.5]\'','\'(513-594]\'','\'(0.9-inf)\'',0
'\'(504.5-603.4]\'','\'(530.5-624.2]\'','\'(270-351]\'','\'(0.9-inf)\'',1
'\'(504.5-603.4]\'','\'(530.5-624.2]\'','\'(351-432]\'','\'(-inf-0.1]\'',0
'\'(504.5-603.4]\'','\'(530.5-624.2]\'','\'(351-432]\'','\'(0.9-inf)\'',1
'\'(405.6-504.5]\'','\'(530.5-624.2]\'','\'(-inf-270]\'','\'(-inf-0.1]\'',0
'\'(702.3-801.2]\'','\'(530.5-624.2]\'','\'(513-594]\'','\'(-inf-0.1]\'',0
