@relation './ada_train-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-weka.filters.unsupervised.attribute.Remove-V-R45,22,4,11,33-34,12-13,2,23,30,17,36,19,8,3,9-10,32,42,46,16,41,31,44,40,15,25,49-weka.filters.unsupervised.attribute.Remove-V-R26,23,28,19,24-25,27,29'

@attribute attr39 {'\'(-inf-108.9]\'','\'(108.9-207.8]\'','\'(207.8-306.7]\'','\'(306.7-405.6]\'','\'(405.6-504.5]\'','\'(504.5-603.4]\'','\'(603.4-702.3]\'','\'(702.3-801.2]\'','\'(801.2-900.1]\'','\'(900.1-inf)\''}
@attribute attr40 {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute attr24 {'\'(-inf-270]\'','\'(270-351]\'','\'(351-432]\'','\'(432-513]\'','\'(513-594]\'','\'(594-675]\'','\'(675-756]\'','\'(756-837]\'','\'(837-918]\'','\'(918-inf)\''}
@attribute attr31 {'\'(-inf-99.9]\'','\'(99.9-199.8]\'','\'(199.8-299.7]\'','\'(299.7-399.6]\'','\'(399.6-499.5]\'','\'(499.5-599.4]\'','\'(599.4-699.3]\'','\'(699.3-799.2]\'','\'(799.2-899.1]\'','\'(899.1-inf)\''}
@attribute attr30 {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute attr43 {'\'(-inf-0.1]\'','\'(0.1-0.2]\'','\'(0.2-0.3]\'','\'(0.3-0.4]\'','\'(0.4-0.5]\'','\'(0.5-0.6]\'','\'(0.6-0.7]\'','\'(0.7-0.8]\'','\'(0.8-0.9]\'','\'(0.9-inf)\''}
@attribute attr14 {'\'(-inf-155.7]\'','\'(155.7-249.4]\'','\'(249.4-343.1]\'','\'(343.1-436.8]\'','\'(436.8-530.5]\'','\'(530.5-624.2]\'','\'(624.2-717.9]\'','\'(717.9-811.6]\'','\'(811.6-905.3]\'','\'(905.3-inf)\''}
@attribute CLASS {0,1}

@data
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(675-756]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(530.5-624.2]\'',1
'\'(504.5-603.4]\'','\'(-inf-0.1]\'','\'(351-432]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(530.5-624.2]\'',0
'\'(405.6-504.5]\'','\'(-inf-0.1]\'','\'(594-675]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(530.5-624.2]\'',1
'\'(405.6-504.5]\'','\'(-inf-0.1]\'','\'(351-432]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(530.5-624.2]\'',0
'\'(207.8-306.7]\'','\'(-inf-0.1]\'','\'(270-351]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(530.5-624.2]\'',0
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(351-432]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(530.5-624.2]\'',0
'\'(405.6-504.5]\'','\'(-inf-0.1]\'','\'(432-513]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(530.5-624.2]\'',1
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(675-756]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(249.4-343.1]\'',0
'\'(603.4-702.3]\'','\'(-inf-0.1]\'','\'(594-675]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(530.5-624.2]\'',1
'\'(504.5-603.4]\'','\'(0.9-inf)\'','\'(432-513]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(530.5-624.2]\'',0
'\'(306.7-405.6]\'','\'(0.9-inf)\'','\'(270-351]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(530.5-624.2]\'',0
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(432-513]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(811.6-905.3]\'',1
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(513-594]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(530.5-624.2]\'',1
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(270-351]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(530.5-624.2]\'',0
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(513-594]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(530.5-624.2]\'',0
'\'(306.7-405.6]\'','\'(0.9-inf)\'','\'(513-594]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(530.5-624.2]\'',0
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(351-432]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(530.5-624.2]\'',0
'\'(603.4-702.3]\'','\'(-inf-0.1]\'','\'(432-513]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(530.5-624.2]\'',0
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(-inf-270]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(530.5-624.2]\'',0
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(513-594]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(530.5-624.2]\'',0
'\'(306.7-405.6]\'','\'(0.9-inf)\'','\'(675-756]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(530.5-624.2]\'',0
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(513-594]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(530.5-624.2]\'',0
'\'(603.4-702.3]\'','\'(-inf-0.1]\'','\'(270-351]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(811.6-905.3]\'',1
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(675-756]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-155.7]\'',0
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(270-351]\'','\'(899.1-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(530.5-624.2]\'',1
'\'(306.7-405.6]\'','\'(0.9-inf)\'','\'(432-513]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(811.6-905.3]\'',0
'\'(306.7-405.6]\'','\'(0.9-inf)\'','\'(351-432]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(530.5-624.2]\'',0
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(270-351]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(530.5-624.2]\'',0
'\'(306.7-405.6]\'','\'(0.9-inf)\'','\'(351-432]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(530.5-624.2]\'',0
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(351-432]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(530.5-624.2]\'',1
'\'(306.7-405.6]\'','\'(0.9-inf)\'','\'(270-351]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(436.8-530.5]\'',0
'\'(306.7-405.6]\'','\'(0.9-inf)\'','\'(270-351]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(717.9-811.6]\'',0
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(351-432]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(530.5-624.2]\'',1
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(-inf-270]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(530.5-624.2]\'',0
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(675-756]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(530.5-624.2]\'',0
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(594-675]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(530.5-624.2]\'',0
'\'(306.7-405.6]\'','\'(0.9-inf)\'','\'(351-432]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(343.1-436.8]\'',0
'\'(306.7-405.6]\'','\'(0.9-inf)\'','\'(351-432]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(530.5-624.2]\'',0
'\'(405.6-504.5]\'','\'(-inf-0.1]\'','\'(432-513]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(530.5-624.2]\'',1
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(513-594]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(811.6-905.3]\'',0
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(594-675]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(530.5-624.2]\'',0
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(351-432]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(530.5-624.2]\'',0
'\'(108.9-207.8]\'','\'(-inf-0.1]\'','\'(675-756]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(530.5-624.2]\'',0
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(675-756]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(530.5-624.2]\'',0
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(-inf-270]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(436.8-530.5]\'',0
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(-inf-270]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(530.5-624.2]\'',0
'\'(306.7-405.6]\'','\'(0.9-inf)\'','\'(270-351]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(530.5-624.2]\'',0
'\'(603.4-702.3]\'','\'(-inf-0.1]\'','\'(432-513]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(530.5-624.2]\'',0
'\'(504.5-603.4]\'','\'(-inf-0.1]\'','\'(513-594]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(811.6-905.3]\'',1
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(270-351]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(530.5-624.2]\'',0
'\'(504.5-603.4]\'','\'(-inf-0.1]\'','\'(432-513]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(811.6-905.3]\'',0
'\'(-inf-108.9]\'','\'(-inf-0.1]\'','\'(-inf-270]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(436.8-530.5]\'',0
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(432-513]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(530.5-624.2]\'',1
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(351-432]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(530.5-624.2]\'',0
'\'(405.6-504.5]\'','\'(-inf-0.1]\'','\'(513-594]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(811.6-905.3]\'',1
'\'(603.4-702.3]\'','\'(-inf-0.1]\'','\'(432-513]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(905.3-inf)\'',1
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(432-513]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(530.5-624.2]\'',1
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(270-351]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(530.5-624.2]\'',0
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(675-756]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(530.5-624.2]\'',0
'\'(405.6-504.5]\'','\'(-inf-0.1]\'','\'(432-513]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(530.5-624.2]\'',1
'\'(306.7-405.6]\'','\'(0.9-inf)\'','\'(270-351]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(530.5-624.2]\'',0
'\'(306.7-405.6]\'','\'(0.9-inf)\'','\'(270-351]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(530.5-624.2]\'',0
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(432-513]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(530.5-624.2]\'',0
'\'(405.6-504.5]\'','\'(-inf-0.1]\'','\'(432-513]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(530.5-624.2]\'',1
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(432-513]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(530.5-624.2]\'',1
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(432-513]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(530.5-624.2]\'',1
'\'(504.5-603.4]\'','\'(-inf-0.1]\'','\'(351-432]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(530.5-624.2]\'',0
'\'(-inf-108.9]\'','\'(0.9-inf)\'','\'(513-594]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(530.5-624.2]\'',1
'\'(504.5-603.4]\'','\'(0.9-inf)\'','\'(432-513]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(905.3-inf)\'',1
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(270-351]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(530.5-624.2]\'',0
'\'(-inf-108.9]\'','\'(0.9-inf)\'','\'(270-351]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(530.5-624.2]\'',0
'\'(504.5-603.4]\'','\'(-inf-0.1]\'','\'(351-432]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(624.2-717.9]\'',0
'\'(306.7-405.6]\'','\'(0.9-inf)\'','\'(351-432]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(530.5-624.2]\'',0
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(675-756]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(811.6-905.3]\'',1
'\'(603.4-702.3]\'','\'(-inf-0.1]\'','\'(432-513]\'','\'(99.9-199.8]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(811.6-905.3]\'',1
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(432-513]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(530.5-624.2]\'',0
'\'(207.8-306.7]\'','\'(-inf-0.1]\'','\'(270-351]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(811.6-905.3]\'',0
'\'(306.7-405.6]\'','\'(0.9-inf)\'','\'(594-675]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(811.6-905.3]\'',0
'\'(405.6-504.5]\'','\'(-inf-0.1]\'','\'(351-432]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(811.6-905.3]\'',1
'\'(306.7-405.6]\'','\'(0.9-inf)\'','\'(270-351]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(343.1-436.8]\'',0
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(-inf-270]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(530.5-624.2]\'',0
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(432-513]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(811.6-905.3]\'',1
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(432-513]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(530.5-624.2]\'',0
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(351-432]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(811.6-905.3]\'',0
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(270-351]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(530.5-624.2]\'',0
'\'(306.7-405.6]\'','\'(0.9-inf)\'','\'(432-513]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(530.5-624.2]\'',0
'\'(108.9-207.8]\'','\'(-inf-0.1]\'','\'(-inf-270]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(717.9-811.6]\'',0
'\'(504.5-603.4]\'','\'(-inf-0.1]\'','\'(432-513]\'','\'(99.9-199.8]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(811.6-905.3]\'',1
'\'(405.6-504.5]\'','\'(-inf-0.1]\'','\'(351-432]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(530.5-624.2]\'',0
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(351-432]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(530.5-624.2]\'',1
'\'(306.7-405.6]\'','\'(0.9-inf)\'','\'(432-513]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(530.5-624.2]\'',0
'\'(504.5-603.4]\'','\'(0.9-inf)\'','\'(270-351]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(624.2-717.9]\'',0
'\'(108.9-207.8]\'','\'(-inf-0.1]\'','\'(-inf-270]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(811.6-905.3]\'',0
'\'(603.4-702.3]\'','\'(0.9-inf)\'','\'(513-594]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(811.6-905.3]\'',1
'\'(504.5-603.4]\'','\'(-inf-0.1]\'','\'(513-594]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(530.5-624.2]\'',0
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(351-432]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(530.5-624.2]\'',0
'\'(504.5-603.4]\'','\'(-inf-0.1]\'','\'(351-432]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(530.5-624.2]\'',0
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(-inf-270]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(530.5-624.2]\'',0
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(432-513]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(811.6-905.3]\'',0
'\'(504.5-603.4]\'','\'(0.9-inf)\'','\'(351-432]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(811.6-905.3]\'',0
'\'(504.5-603.4]\'','\'(-inf-0.1]\'','\'(432-513]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(811.6-905.3]\'',1
'\'(306.7-405.6]\'','\'(0.9-inf)\'','\'(432-513]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(530.5-624.2]\'',0
'\'(306.7-405.6]\'','\'(0.9-inf)\'','\'(270-351]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(811.6-905.3]\'',0
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(513-594]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(811.6-905.3]\'',0
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(270-351]\'','\'(-inf-99.9]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(811.6-905.3]\'',0
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(432-513]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(624.2-717.9]\'',1
'\'(306.7-405.6]\'','\'(-inf-0.1]\'','\'(270-351]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(530.5-624.2]\'',0
'\'(405.6-504.5]\'','\'(0.9-inf)\'','\'(351-432]\'','\'(-inf-99.9]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(624.2-717.9]\'',0
