@relation 'spambase-weka.filters.supervised.attribute.Discretize-Rfirst-last-weka.filters.unsupervised.attribute.Remove-V-R10,7,4,3,58'

@attribute word_freq_mail {'\'(-inf-0.045]\'','\'(0.045-1.955]\'','\'(1.955-inf)\''}
@attribute word_freq_remove {'\'(-inf-0.01]\'','\'(0.01-inf)\''}
@attribute word_freq_3d {'\'(-inf-0.155]\'','\'(0.155-inf)\''}
@attribute word_freq_all {'\'(-inf-0.235]\'','\'(0.235-1.93]\'','\'(1.93-inf)\''}
@attribute class {0,1}

@data
'\'(0.045-1.955]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(0.045-1.955]\'','\'(0.01-inf)\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(-inf-0.045]\'','\'(0.01-inf)\'','\'(-inf-0.155]\'','\'(-inf-0.235]\'',1
'\'(0.045-1.955]\'','\'(0.01-inf)\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(-inf-0.045]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(-inf-0.045]\'','\'(0.01-inf)\'','\'(-inf-0.155]\'','\'(-inf-0.235]\'',1
'\'(0.045-1.955]\'','\'(0.01-inf)\'','\'(-inf-0.155]\'','\'(-inf-0.235]\'',1
'\'(-inf-0.045]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(0.045-1.955]\'','\'(0.01-inf)\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(-inf-0.045]\'','\'(0.01-inf)\'','\'(-inf-0.155]\'','\'(-inf-0.235]\'',1
'\'(0.045-1.955]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(-inf-0.045]\'','\'(0.01-inf)\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(-inf-0.045]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(-inf-0.235]\'',1
'\'(-inf-0.045]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(-inf-0.045]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(-inf-0.045]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(-inf-0.045]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(-inf-0.235]\'',1
'\'(-inf-0.045]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(-inf-0.235]\'',1
'\'(-inf-0.045]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(-inf-0.045]\'','\'(0.01-inf)\'','\'(-inf-0.155]\'','\'(-inf-0.235]\'',1
'\'(0.045-1.955]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(-inf-0.045]\'','\'(0.01-inf)\'','\'(-inf-0.155]\'','\'(-inf-0.235]\'',1
'\'(-inf-0.045]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(-inf-0.045]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(-inf-0.235]\'',1
'\'(-inf-0.045]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(0.045-1.955]\'','\'(0.01-inf)\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(-inf-0.045]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(0.045-1.955]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(-inf-0.045]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(-inf-0.045]\'','\'(0.01-inf)\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(-inf-0.045]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(0.045-1.955]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(0.045-1.955]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(-inf-0.045]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(-inf-0.235]\'',1
'\'(0.045-1.955]\'','\'(0.01-inf)\'','\'(-inf-0.155]\'','\'(-inf-0.235]\'',1
'\'(-inf-0.045]\'','\'(0.01-inf)\'','\'(-inf-0.155]\'','\'(-inf-0.235]\'',1
'\'(0.045-1.955]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(-inf-0.235]\'',1
'\'(0.045-1.955]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(-inf-0.235]\'',1
'\'(0.045-1.955]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(-inf-0.235]\'',1
'\'(-inf-0.045]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(-inf-0.045]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(0.045-1.955]\'','\'(0.01-inf)\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(-inf-0.045]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(-inf-0.045]\'','\'(0.01-inf)\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(-inf-0.045]\'','\'(0.01-inf)\'','\'(-inf-0.155]\'','\'(-inf-0.235]\'',1
'\'(-inf-0.045]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(0.045-1.955]\'','\'(0.01-inf)\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(0.045-1.955]\'','\'(0.01-inf)\'','\'(-inf-0.155]\'','\'(-inf-0.235]\'',1
'\'(-inf-0.045]\'','\'(0.01-inf)\'','\'(-inf-0.155]\'','\'(1.93-inf)\'',1
'\'(0.045-1.955]\'','\'(0.01-inf)\'','\'(-inf-0.155]\'','\'(-inf-0.235]\'',1
'\'(0.045-1.955]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(0.045-1.955]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(0.045-1.955]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(-inf-0.235]\'',1
'\'(-inf-0.045]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(-inf-0.235]\'',1
'\'(-inf-0.045]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(-inf-0.235]\'',1
'\'(0.045-1.955]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(-inf-0.235]\'',1
'\'(-inf-0.045]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(-inf-0.045]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(-inf-0.235]\'',1
'\'(0.045-1.955]\'','\'(0.01-inf)\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(0.045-1.955]\'','\'(0.01-inf)\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(0.045-1.955]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(-inf-0.235]\'',1
'\'(0.045-1.955]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(-inf-0.235]\'',1
'\'(0.045-1.955]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(-inf-0.235]\'',1
'\'(-inf-0.045]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(-inf-0.235]\'',1
'\'(-inf-0.045]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(-inf-0.045]\'','\'(0.01-inf)\'','\'(-inf-0.155]\'','\'(-inf-0.235]\'',1
'\'(0.045-1.955]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(-inf-0.235]\'',1
'\'(-inf-0.045]\'','\'(0.01-inf)\'','\'(-inf-0.155]\'','\'(-inf-0.235]\'',1
'\'(-inf-0.045]\'','\'(0.01-inf)\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(-inf-0.045]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(0.045-1.955]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(-inf-0.235]\'',1
'\'(0.045-1.955]\'','\'(0.01-inf)\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(0.045-1.955]\'','\'(0.01-inf)\'','\'(-inf-0.155]\'','\'(-inf-0.235]\'',1
'\'(0.045-1.955]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(-inf-0.235]\'',1
'\'(-inf-0.045]\'','\'(0.01-inf)\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(0.045-1.955]\'','\'(0.01-inf)\'','\'(-inf-0.155]\'','\'(-inf-0.235]\'',1
'\'(-inf-0.045]\'','\'(0.01-inf)\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(0.045-1.955]\'','\'(0.01-inf)\'','\'(-inf-0.155]\'','\'(-inf-0.235]\'',1
'\'(-inf-0.045]\'','\'(0.01-inf)\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(0.045-1.955]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(0.045-1.955]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(-inf-0.045]\'','\'(0.01-inf)\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(0.045-1.955]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(-inf-0.235]\'',1
'\'(0.045-1.955]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(0.045-1.955]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(-inf-0.045]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(-inf-0.045]\'','\'(0.01-inf)\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(1.955-inf)\'','\'(0.01-inf)\'','\'(-inf-0.155]\'','\'(-inf-0.235]\'',1
'\'(0.045-1.955]\'','\'(0.01-inf)\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(-inf-0.045]\'','\'(0.01-inf)\'','\'(-inf-0.155]\'','\'(-inf-0.235]\'',1
'\'(-inf-0.045]\'','\'(0.01-inf)\'','\'(-inf-0.155]\'','\'(-inf-0.235]\'',1
'\'(-inf-0.045]\'','\'(0.01-inf)\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(-inf-0.045]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(-inf-0.235]\'',1
'\'(-inf-0.045]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(-inf-0.235]\'',1
'\'(-inf-0.045]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(-inf-0.235]\'',1
'\'(-inf-0.045]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(-inf-0.235]\'',1
'\'(0.045-1.955]\'','\'(0.01-inf)\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(-inf-0.045]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(-inf-0.045]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(0.045-1.955]\'','\'(0.01-inf)\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(0.045-1.955]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(-inf-0.235]\'',1
'\'(0.045-1.955]\'','\'(0.01-inf)\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(-inf-0.045]\'','\'(0.01-inf)\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(-inf-0.045]\'','\'(0.01-inf)\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(-inf-0.045]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
'\'(0.045-1.955]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(-inf-0.235]\'',1
'\'(-inf-0.045]\'','\'(-inf-0.01]\'','\'(-inf-0.155]\'','\'(0.235-1.93]\'',1
