@relation './madelon_sorted-weka.filters.unsupervised.attribute.Discretize-B10-M-1.0-Rfirst-last-weka.filters.unsupervised.attribute.Remove-V-R479,385,294,219,107,501'

@attribute feature-89 {'\'(-inf-404.7]\'','\'(404.7-432.4]\'','\'(432.4-460.1]\'','\'(460.1-487.8]\'','\'(487.8-515.5]\'','\'(515.5-543.2]\'','\'(543.2-570.9]\'','\'(570.9-598.6]\'','\'(598.6-626.3]\'','\'(626.3-inf)\''}
@attribute feature-75 {'\'(-inf-399]\'','\'(399-427]\'','\'(427-455]\'','\'(455-483]\'','\'(483-511]\'','\'(511-539]\'','\'(539-567]\'','\'(567-595]\'','\'(595-623]\'','\'(623-inf)\''}
@attribute feature-82 {'\'(-inf-417.7]\'','\'(417.7-439.4]\'','\'(439.4-461.1]\'','\'(461.1-482.8]\'','\'(482.8-504.5]\'','\'(504.5-526.2]\'','\'(526.2-547.9]\'','\'(547.9-569.6]\'','\'(569.6-591.3]\'','\'(591.3-inf)\''}
@attribute feature-18 {'\'(-inf-423.8]\'','\'(423.8-439.6]\'','\'(439.6-455.4]\'','\'(455.4-471.2]\'','\'(471.2-487]\'','\'(487-502.8]\'','\'(502.8-518.6]\'','\'(518.6-534.4]\'','\'(534.4-550.2]\'','\'(550.2-inf)\''}
@attribute feature-219 {'\'(-inf-457.4]\'','\'(457.4-464.8]\'','\'(464.8-472.2]\'','\'(472.2-479.6]\'','\'(479.6-487]\'','\'(487-494.4]\'','\'(494.4-501.8]\'','\'(501.8-509.2]\'','\'(509.2-516.6]\'','\'(516.6-inf)\''}
@attribute CLASS {0,1}

@data
'\'(515.5-543.2]\'','\'(539-567]\'','\'(461.1-482.8]\'','\'(455.4-471.2]\'','\'(479.6-487]\'',1
'\'(487.8-515.5]\'','\'(595-623]\'','\'(504.5-526.2]\'','\'(455.4-471.2]\'','\'(487-494.4]\'',0
'\'(515.5-543.2]\'','\'(399-427]\'','\'(504.5-526.2]\'','\'(502.8-518.6]\'','\'(487-494.4]\'',0
'\'(543.2-570.9]\'','\'(539-567]\'','\'(417.7-439.4]\'','\'(455.4-471.2]\'','\'(479.6-487]\'',0
'\'(543.2-570.9]\'','\'(483-511]\'','\'(417.7-439.4]\'','\'(487-502.8]\'','\'(479.6-487]\'',0
'\'(432.4-460.1]\'','\'(483-511]\'','\'(482.8-504.5]\'','\'(487-502.8]\'','\'(472.2-479.6]\'',1
'\'(487.8-515.5]\'','\'(483-511]\'','\'(417.7-439.4]\'','\'(502.8-518.6]\'','\'(494.4-501.8]\'',0
'\'(515.5-543.2]\'','\'(511-539]\'','\'(482.8-504.5]\'','\'(487-502.8]\'','\'(472.2-479.6]\'',1
'\'(432.4-460.1]\'','\'(539-567]\'','\'(504.5-526.2]\'','\'(455.4-471.2]\'','\'(472.2-479.6]\'',0
'\'(460.1-487.8]\'','\'(399-427]\'','\'(439.4-461.1]\'','\'(502.8-518.6]\'','\'(494.4-501.8]\'',1
'\'(487.8-515.5]\'','\'(567-595]\'','\'(482.8-504.5]\'','\'(455.4-471.2]\'','\'(494.4-501.8]\'',0
'\'(598.6-626.3]\'','\'(455-483]\'','\'(526.2-547.9]\'','\'(487-502.8]\'','\'(487-494.4]\'',1
'\'(598.6-626.3]\'','\'(399-427]\'','\'(482.8-504.5]\'','\'(487-502.8]\'','\'(479.6-487]\'',0
'\'(487.8-515.5]\'','\'(455-483]\'','\'(482.8-504.5]\'','\'(502.8-518.6]\'','\'(479.6-487]\'',0
'\'(543.2-570.9]\'','\'(455-483]\'','\'(504.5-526.2]\'','\'(487-502.8]\'','\'(479.6-487]\'',1
'\'(543.2-570.9]\'','\'(427-455]\'','\'(482.8-504.5]\'','\'(502.8-518.6]\'','\'(464.8-472.2]\'',0
'\'(487.8-515.5]\'','\'(483-511]\'','\'(417.7-439.4]\'','\'(471.2-487]\'','\'(464.8-472.2]\'',1
'\'(543.2-570.9]\'','\'(427-455]\'','\'(461.1-482.8]\'','\'(455.4-471.2]\'','\'(479.6-487]\'',0
'\'(515.5-543.2]\'','\'(511-539]\'','\'(439.4-461.1]\'','\'(471.2-487]\'','\'(479.6-487]\'',0
'\'(487.8-515.5]\'','\'(455-483]\'','\'(439.4-461.1]\'','\'(487-502.8]\'','\'(487-494.4]\'',1
'\'(460.1-487.8]\'','\'(427-455]\'','\'(461.1-482.8]\'','\'(471.2-487]\'','\'(479.6-487]\'',1
'\'(543.2-570.9]\'','\'(455-483]\'','\'(482.8-504.5]\'','\'(502.8-518.6]\'','\'(487-494.4]\'',1
'\'(543.2-570.9]\'','\'(511-539]\'','\'(-inf-417.7]\'','\'(455.4-471.2]\'','\'(479.6-487]\'',1
'\'(543.2-570.9]\'','\'(483-511]\'','\'(439.4-461.1]\'','\'(471.2-487]\'','\'(472.2-479.6]\'',0
'\'(487.8-515.5]\'','\'(455-483]\'','\'(461.1-482.8]\'','\'(471.2-487]\'','\'(464.8-472.2]\'',0
'\'(487.8-515.5]\'','\'(511-539]\'','\'(461.1-482.8]\'','\'(502.8-518.6]\'','\'(494.4-501.8]\'',0
'\'(515.5-543.2]\'','\'(511-539]\'','\'(461.1-482.8]\'','\'(518.6-534.4]\'','\'(464.8-472.2]\'',0
'\'(460.1-487.8]\'','\'(455-483]\'','\'(504.5-526.2]\'','\'(471.2-487]\'','\'(487-494.4]\'',0
'\'(460.1-487.8]\'','\'(511-539]\'','\'(482.8-504.5]\'','\'(423.8-439.6]\'','\'(479.6-487]\'',1
'\'(460.1-487.8]\'','\'(511-539]\'','\'(461.1-482.8]\'','\'(518.6-534.4]\'','\'(479.6-487]\'',1
'\'(543.2-570.9]\'','\'(483-511]\'','\'(439.4-461.1]\'','\'(487-502.8]\'','\'(472.2-479.6]\'',1
'\'(487.8-515.5]\'','\'(511-539]\'','\'(482.8-504.5]\'','\'(471.2-487]\'','\'(472.2-479.6]\'',1
'\'(460.1-487.8]\'','\'(427-455]\'','\'(417.7-439.4]\'','\'(487-502.8]\'','\'(501.8-509.2]\'',0
'\'(487.8-515.5]\'','\'(483-511]\'','\'(-inf-417.7]\'','\'(439.6-455.4]\'','\'(479.6-487]\'',0
'\'(515.5-543.2]\'','\'(511-539]\'','\'(504.5-526.2]\'','\'(439.6-455.4]\'','\'(472.2-479.6]\'',1
'\'(543.2-570.9]\'','\'(539-567]\'','\'(504.5-526.2]\'','\'(439.6-455.4]\'','\'(457.4-464.8]\'',0
'\'(432.4-460.1]\'','\'(483-511]\'','\'(439.4-461.1]\'','\'(487-502.8]\'','\'(479.6-487]\'',0
'\'(487.8-515.5]\'','\'(483-511]\'','\'(482.8-504.5]\'','\'(455.4-471.2]\'','\'(472.2-479.6]\'',0
'\'(515.5-543.2]\'','\'(539-567]\'','\'(461.1-482.8]\'','\'(502.8-518.6]\'','\'(479.6-487]\'',0
'\'(487.8-515.5]\'','\'(483-511]\'','\'(504.5-526.2]\'','\'(502.8-518.6]\'','\'(494.4-501.8]\'',0
'\'(626.3-inf)\'','\'(455-483]\'','\'(504.5-526.2]\'','\'(423.8-439.6]\'','\'(457.4-464.8]\'',1
'\'(432.4-460.1]\'','\'(511-539]\'','\'(461.1-482.8]\'','\'(502.8-518.6]\'','\'(494.4-501.8]\'',0
'\'(432.4-460.1]\'','\'(455-483]\'','\'(461.1-482.8]\'','\'(487-502.8]\'','\'(479.6-487]\'',0
'\'(515.5-543.2]\'','\'(427-455]\'','\'(461.1-482.8]\'','\'(487-502.8]\'','\'(472.2-479.6]\'',1
'\'(460.1-487.8]\'','\'(595-623]\'','\'(526.2-547.9]\'','\'(534.4-550.2]\'','\'(494.4-501.8]\'',1
'\'(515.5-543.2]\'','\'(539-567]\'','\'(482.8-504.5]\'','\'(455.4-471.2]\'','\'(464.8-472.2]\'',0
'\'(487.8-515.5]\'','\'(455-483]\'','\'(526.2-547.9]\'','\'(502.8-518.6]\'','\'(464.8-472.2]\'',1
'\'(487.8-515.5]\'','\'(455-483]\'','\'(504.5-526.2]\'','\'(502.8-518.6]\'','\'(494.4-501.8]\'',1
'\'(487.8-515.5]\'','\'(567-595]\'','\'(461.1-482.8]\'','\'(455.4-471.2]\'','\'(472.2-479.6]\'',0
'\'(515.5-543.2]\'','\'(483-511]\'','\'(461.1-482.8]\'','\'(502.8-518.6]\'','\'(487-494.4]\'',1
'\'(460.1-487.8]\'','\'(455-483]\'','\'(504.5-526.2]\'','\'(471.2-487]\'','\'(479.6-487]\'',0
'\'(487.8-515.5]\'','\'(511-539]\'','\'(461.1-482.8]\'','\'(455.4-471.2]\'','\'(487-494.4]\'',0
'\'(570.9-598.6]\'','\'(427-455]\'','\'(482.8-504.5]\'','\'(455.4-471.2]\'','\'(487-494.4]\'',0
'\'(515.5-543.2]\'','\'(483-511]\'','\'(482.8-504.5]\'','\'(487-502.8]\'','\'(472.2-479.6]\'',0
'\'(432.4-460.1]\'','\'(483-511]\'','\'(504.5-526.2]\'','\'(455.4-471.2]\'','\'(479.6-487]\'',0
'\'(570.9-598.6]\'','\'(427-455]\'','\'(504.5-526.2]\'','\'(471.2-487]\'','\'(494.4-501.8]\'',1
'\'(543.2-570.9]\'','\'(483-511]\'','\'(482.8-504.5]\'','\'(471.2-487]\'','\'(479.6-487]\'',0
'\'(432.4-460.1]\'','\'(539-567]\'','\'(461.1-482.8]\'','\'(423.8-439.6]\'','\'(516.6-inf)\'',1
'\'(460.1-487.8]\'','\'(427-455]\'','\'(439.4-461.1]\'','\'(455.4-471.2]\'','\'(487-494.4]\'',0
'\'(515.5-543.2]\'','\'(-inf-399]\'','\'(439.4-461.1]\'','\'(471.2-487]\'','\'(487-494.4]\'',1
'\'(543.2-570.9]\'','\'(483-511]\'','\'(461.1-482.8]\'','\'(502.8-518.6]\'','\'(479.6-487]\'',0
'\'(543.2-570.9]\'','\'(455-483]\'','\'(504.5-526.2]\'','\'(455.4-471.2]\'','\'(487-494.4]\'',0
'\'(432.4-460.1]\'','\'(539-567]\'','\'(461.1-482.8]\'','\'(487-502.8]\'','\'(464.8-472.2]\'',1
'\'(626.3-inf)\'','\'(455-483]\'','\'(461.1-482.8]\'','\'(471.2-487]\'','\'(501.8-509.2]\'',0
'\'(460.1-487.8]\'','\'(483-511]\'','\'(504.5-526.2]\'','\'(455.4-471.2]\'','\'(487-494.4]\'',0
'\'(487.8-515.5]\'','\'(483-511]\'','\'(439.4-461.1]\'','\'(471.2-487]\'','\'(472.2-479.6]\'',0
'\'(432.4-460.1]\'','\'(455-483]\'','\'(461.1-482.8]\'','\'(471.2-487]\'','\'(464.8-472.2]\'',1
'\'(515.5-543.2]\'','\'(539-567]\'','\'(461.1-482.8]\'','\'(471.2-487]\'','\'(494.4-501.8]\'',0
'\'(487.8-515.5]\'','\'(511-539]\'','\'(547.9-569.6]\'','\'(487-502.8]\'','\'(472.2-479.6]\'',0
'\'(460.1-487.8]\'','\'(483-511]\'','\'(504.5-526.2]\'','\'(502.8-518.6]\'','\'(472.2-479.6]\'',0
'\'(487.8-515.5]\'','\'(455-483]\'','\'(439.4-461.1]\'','\'(471.2-487]\'','\'(487-494.4]\'',1
'\'(570.9-598.6]\'','\'(427-455]\'','\'(439.4-461.1]\'','\'(487-502.8]\'','\'(479.6-487]\'',0
'\'(515.5-543.2]\'','\'(511-539]\'','\'(461.1-482.8]\'','\'(455.4-471.2]\'','\'(487-494.4]\'',0
'\'(543.2-570.9]\'','\'(455-483]\'','\'(482.8-504.5]\'','\'(423.8-439.6]\'','\'(494.4-501.8]\'',0
'\'(404.7-432.4]\'','\'(539-567]\'','\'(439.4-461.1]\'','\'(502.8-518.6]\'','\'(494.4-501.8]\'',1
'\'(515.5-543.2]\'','\'(455-483]\'','\'(461.1-482.8]\'','\'(439.6-455.4]\'','\'(479.6-487]\'',0
'\'(487.8-515.5]\'','\'(511-539]\'','\'(504.5-526.2]\'','\'(487-502.8]\'','\'(487-494.4]\'',0
'\'(487.8-515.5]\'','\'(483-511]\'','\'(461.1-482.8]\'','\'(502.8-518.6]\'','\'(479.6-487]\'',0
'\'(487.8-515.5]\'','\'(483-511]\'','\'(482.8-504.5]\'','\'(471.2-487]\'','\'(479.6-487]\'',0
'\'(543.2-570.9]\'','\'(539-567]\'','\'(482.8-504.5]\'','\'(487-502.8]\'','\'(479.6-487]\'',0
'\'(460.1-487.8]\'','\'(483-511]\'','\'(439.4-461.1]\'','\'(518.6-534.4]\'','\'(464.8-472.2]\'',0
'\'(460.1-487.8]\'','\'(539-567]\'','\'(461.1-482.8]\'','\'(487-502.8]\'','\'(479.6-487]\'',1
'\'(515.5-543.2]\'','\'(483-511]\'','\'(461.1-482.8]\'','\'(502.8-518.6]\'','\'(472.2-479.6]\'',0
'\'(543.2-570.9]\'','\'(455-483]\'','\'(439.4-461.1]\'','\'(502.8-518.6]\'','\'(494.4-501.8]\'',1
'\'(487.8-515.5]\'','\'(483-511]\'','\'(461.1-482.8]\'','\'(502.8-518.6]\'','\'(487-494.4]\'',0
'\'(515.5-543.2]\'','\'(455-483]\'','\'(439.4-461.1]\'','\'(534.4-550.2]\'','\'(479.6-487]\'',1
'\'(515.5-543.2]\'','\'(455-483]\'','\'(439.4-461.1]\'','\'(487-502.8]\'','\'(472.2-479.6]\'',0
'\'(487.8-515.5]\'','\'(511-539]\'','\'(504.5-526.2]\'','\'(471.2-487]\'','\'(479.6-487]\'',0
'\'(487.8-515.5]\'','\'(427-455]\'','\'(439.4-461.1]\'','\'(471.2-487]\'','\'(494.4-501.8]\'',0
'\'(487.8-515.5]\'','\'(483-511]\'','\'(504.5-526.2]\'','\'(487-502.8]\'','\'(464.8-472.2]\'',0
'\'(515.5-543.2]\'','\'(427-455]\'','\'(439.4-461.1]\'','\'(471.2-487]\'','\'(472.2-479.6]\'',1
'\'(515.5-543.2]\'','\'(455-483]\'','\'(461.1-482.8]\'','\'(455.4-471.2]\'','\'(494.4-501.8]\'',0
'\'(432.4-460.1]\'','\'(483-511]\'','\'(439.4-461.1]\'','\'(487-502.8]\'','\'(487-494.4]\'',1
'\'(515.5-543.2]\'','\'(595-623]\'','\'(482.8-504.5]\'','\'(471.2-487]\'','\'(479.6-487]\'',0
'\'(543.2-570.9]\'','\'(455-483]\'','\'(504.5-526.2]\'','\'(487-502.8]\'','\'(479.6-487]\'',0
'\'(515.5-543.2]\'','\'(539-567]\'','\'(461.1-482.8]\'','\'(471.2-487]\'','\'(494.4-501.8]\'',0
'\'(432.4-460.1]\'','\'(511-539]\'','\'(504.5-526.2]\'','\'(550.2-inf)\'','\'(479.6-487]\'',0
'\'(543.2-570.9]\'','\'(483-511]\'','\'(439.4-461.1]\'','\'(471.2-487]\'','\'(479.6-487]\'',1
'\'(515.5-543.2]\'','\'(399-427]\'','\'(482.8-504.5]\'','\'(471.2-487]\'','\'(479.6-487]\'',0
'\'(543.2-570.9]\'','\'(455-483]\'','\'(439.4-461.1]\'','\'(455.4-471.2]\'','\'(472.2-479.6]\'',0
'\'(487.8-515.5]\'','\'(511-539]\'','\'(461.1-482.8]\'','\'(455.4-471.2]\'','\'(479.6-487]\'',0
'\'(570.9-598.6]\'','\'(483-511]\'','\'(482.8-504.5]\'','\'(471.2-487]\'','\'(472.2-479.6]\'',0
'\'(432.4-460.1]\'','\'(483-511]\'','\'(482.8-504.5]\'','\'(487-502.8]\'','\'(501.8-509.2]\'',1
'\'(487.8-515.5]\'','\'(455-483]\'','\'(504.5-526.2]\'','\'(455.4-471.2]\'','\'(472.2-479.6]\'',1
'\'(570.9-598.6]\'','\'(567-595]\'','\'(417.7-439.4]\'','\'(455.4-471.2]\'','\'(464.8-472.2]\'',0
'\'(515.5-543.2]\'','\'(511-539]\'','\'(439.4-461.1]\'','\'(487-502.8]\'','\'(487-494.4]\'',0
'\'(515.5-543.2]\'','\'(483-511]\'','\'(482.8-504.5]\'','\'(471.2-487]\'','\'(479.6-487]\'',1
'\'(515.5-543.2]\'','\'(483-511]\'','\'(504.5-526.2]\'','\'(439.6-455.4]\'','\'(479.6-487]\'',1
'\'(460.1-487.8]\'','\'(567-595]\'','\'(461.1-482.8]\'','\'(518.6-534.4]\'','\'(472.2-479.6]\'',0
'\'(515.5-543.2]\'','\'(539-567]\'','\'(417.7-439.4]\'','\'(487-502.8]\'','\'(494.4-501.8]\'',1
'\'(460.1-487.8]\'','\'(511-539]\'','\'(504.5-526.2]\'','\'(455.4-471.2]\'','\'(494.4-501.8]\'',0
'\'(460.1-487.8]\'','\'(539-567]\'','\'(461.1-482.8]\'','\'(423.8-439.6]\'','\'(479.6-487]\'',0
'\'(515.5-543.2]\'','\'(455-483]\'','\'(439.4-461.1]\'','\'(471.2-487]\'','\'(487-494.4]\'',1
'\'(432.4-460.1]\'','\'(455-483]\'','\'(482.8-504.5]\'','\'(487-502.8]\'','\'(501.8-509.2]\'',0
'\'(543.2-570.9]\'','\'(483-511]\'','\'(504.5-526.2]\'','\'(439.6-455.4]\'','\'(487-494.4]\'',0
'\'(543.2-570.9]\'','\'(483-511]\'','\'(504.5-526.2]\'','\'(455.4-471.2]\'','\'(479.6-487]\'',1
'\'(543.2-570.9]\'','\'(483-511]\'','\'(439.4-461.1]\'','\'(439.6-455.4]\'','\'(472.2-479.6]\'',0
'\'(570.9-598.6]\'','\'(455-483]\'','\'(504.5-526.2]\'','\'(471.2-487]\'','\'(479.6-487]\'',0
'\'(487.8-515.5]\'','\'(455-483]\'','\'(482.8-504.5]\'','\'(487-502.8]\'','\'(494.4-501.8]\'',0
'\'(460.1-487.8]\'','\'(455-483]\'','\'(482.8-504.5]\'','\'(471.2-487]\'','\'(494.4-501.8]\'',0
'\'(515.5-543.2]\'','\'(483-511]\'','\'(504.5-526.2]\'','\'(487-502.8]\'','\'(479.6-487]\'',0
'\'(487.8-515.5]\'','\'(483-511]\'','\'(417.7-439.4]\'','\'(471.2-487]\'','\'(501.8-509.2]\'',1
'\'(487.8-515.5]\'','\'(427-455]\'','\'(439.4-461.1]\'','\'(423.8-439.6]\'','\'(464.8-472.2]\'',1
'\'(487.8-515.5]\'','\'(567-595]\'','\'(439.4-461.1]\'','\'(534.4-550.2]\'','\'(472.2-479.6]\'',0
'\'(432.4-460.1]\'','\'(483-511]\'','\'(504.5-526.2]\'','\'(502.8-518.6]\'','\'(479.6-487]\'',0
'\'(570.9-598.6]\'','\'(455-483]\'','\'(461.1-482.8]\'','\'(455.4-471.2]\'','\'(494.4-501.8]\'',0
'\'(515.5-543.2]\'','\'(483-511]\'','\'(461.1-482.8]\'','\'(487-502.8]\'','\'(487-494.4]\'',1
'\'(515.5-543.2]\'','\'(483-511]\'','\'(504.5-526.2]\'','\'(455.4-471.2]\'','\'(464.8-472.2]\'',1
'\'(515.5-543.2]\'','\'(511-539]\'','\'(482.8-504.5]\'','\'(455.4-471.2]\'','\'(457.4-464.8]\'',0
'\'(487.8-515.5]\'','\'(539-567]\'','\'(526.2-547.9]\'','\'(487-502.8]\'','\'(487-494.4]\'',0
'\'(570.9-598.6]\'','\'(511-539]\'','\'(461.1-482.8]\'','\'(471.2-487]\'','\'(457.4-464.8]\'',0
'\'(487.8-515.5]\'','\'(483-511]\'','\'(482.8-504.5]\'','\'(487-502.8]\'','\'(464.8-472.2]\'',1
'\'(515.5-543.2]\'','\'(511-539]\'','\'(439.4-461.1]\'','\'(439.6-455.4]\'','\'(479.6-487]\'',0
'\'(515.5-543.2]\'','\'(427-455]\'','\'(504.5-526.2]\'','\'(439.6-455.4]\'','\'(479.6-487]\'',0
'\'(487.8-515.5]\'','\'(455-483]\'','\'(439.4-461.1]\'','\'(471.2-487]\'','\'(464.8-472.2]\'',1
'\'(543.2-570.9]\'','\'(455-483]\'','\'(482.8-504.5]\'','\'(471.2-487]\'','\'(487-494.4]\'',0
'\'(543.2-570.9]\'','\'(483-511]\'','\'(417.7-439.4]\'','\'(471.2-487]\'','\'(472.2-479.6]\'',0
'\'(487.8-515.5]\'','\'(511-539]\'','\'(504.5-526.2]\'','\'(439.6-455.4]\'','\'(501.8-509.2]\'',0
'\'(460.1-487.8]\'','\'(483-511]\'','\'(461.1-482.8]\'','\'(439.6-455.4]\'','\'(479.6-487]\'',0
'\'(515.5-543.2]\'','\'(483-511]\'','\'(461.1-482.8]\'','\'(455.4-471.2]\'','\'(487-494.4]\'',0
'\'(460.1-487.8]\'','\'(539-567]\'','\'(504.5-526.2]\'','\'(487-502.8]\'','\'(494.4-501.8]\'',0
'\'(515.5-543.2]\'','\'(483-511]\'','\'(461.1-482.8]\'','\'(471.2-487]\'','\'(464.8-472.2]\'',0
'\'(432.4-460.1]\'','\'(427-455]\'','\'(482.8-504.5]\'','\'(518.6-534.4]\'','\'(487-494.4]\'',0
'\'(460.1-487.8]\'','\'(511-539]\'','\'(504.5-526.2]\'','\'(471.2-487]\'','\'(472.2-479.6]\'',1
'\'(543.2-570.9]\'','\'(567-595]\'','\'(504.5-526.2]\'','\'(487-502.8]\'','\'(494.4-501.8]\'',1
'\'(570.9-598.6]\'','\'(483-511]\'','\'(461.1-482.8]\'','\'(487-502.8]\'','\'(479.6-487]\'',0
'\'(515.5-543.2]\'','\'(455-483]\'','\'(461.1-482.8]\'','\'(487-502.8]\'','\'(487-494.4]\'',0
'\'(460.1-487.8]\'','\'(539-567]\'','\'(461.1-482.8]\'','\'(502.8-518.6]\'','\'(472.2-479.6]\'',0
'\'(487.8-515.5]\'','\'(483-511]\'','\'(461.1-482.8]\'','\'(455.4-471.2]\'','\'(487-494.4]\'',0
'\'(460.1-487.8]\'','\'(511-539]\'','\'(482.8-504.5]\'','\'(471.2-487]\'','\'(472.2-479.6]\'',1
'\'(570.9-598.6]\'','\'(483-511]\'','\'(439.4-461.1]\'','\'(455.4-471.2]\'','\'(479.6-487]\'',1
'\'(487.8-515.5]\'','\'(427-455]\'','\'(504.5-526.2]\'','\'(502.8-518.6]\'','\'(472.2-479.6]\'',1
'\'(460.1-487.8]\'','\'(483-511]\'','\'(461.1-482.8]\'','\'(534.4-550.2]\'','\'(479.6-487]\'',1
'\'(487.8-515.5]\'','\'(455-483]\'','\'(482.8-504.5]\'','\'(471.2-487]\'','\'(479.6-487]\'',0
'\'(432.4-460.1]\'','\'(455-483]\'','\'(482.8-504.5]\'','\'(487-502.8]\'','\'(501.8-509.2]\'',1
'\'(487.8-515.5]\'','\'(427-455]\'','\'(482.8-504.5]\'','\'(455.4-471.2]\'','\'(479.6-487]\'',1
'\'(487.8-515.5]\'','\'(483-511]\'','\'(504.5-526.2]\'','\'(471.2-487]\'','\'(494.4-501.8]\'',0
'\'(543.2-570.9]\'','\'(483-511]\'','\'(439.4-461.1]\'','\'(455.4-471.2]\'','\'(487-494.4]\'',0
'\'(487.8-515.5]\'','\'(595-623]\'','\'(417.7-439.4]\'','\'(471.2-487]\'','\'(487-494.4]\'',1
'\'(543.2-570.9]\'','\'(455-483]\'','\'(461.1-482.8]\'','\'(-inf-423.8]\'','\'(479.6-487]\'',1
'\'(460.1-487.8]\'','\'(483-511]\'','\'(482.8-504.5]\'','\'(471.2-487]\'','\'(501.8-509.2]\'',1
'\'(460.1-487.8]\'','\'(483-511]\'','\'(417.7-439.4]\'','\'(502.8-518.6]\'','\'(464.8-472.2]\'',0
'\'(515.5-543.2]\'','\'(483-511]\'','\'(504.5-526.2]\'','\'(455.4-471.2]\'','\'(479.6-487]\'',1
'\'(515.5-543.2]\'','\'(539-567]\'','\'(482.8-504.5]\'','\'(455.4-471.2]\'','\'(479.6-487]\'',1
'\'(-inf-404.7]\'','\'(539-567]\'','\'(439.4-461.1]\'','\'(455.4-471.2]\'','\'(479.6-487]\'',0
'\'(515.5-543.2]\'','\'(511-539]\'','\'(504.5-526.2]\'','\'(502.8-518.6]\'','\'(472.2-479.6]\'',1
'\'(570.9-598.6]\'','\'(511-539]\'','\'(461.1-482.8]\'','\'(471.2-487]\'','\'(487-494.4]\'',0
'\'(515.5-543.2]\'','\'(539-567]\'','\'(461.1-482.8]\'','\'(455.4-471.2]\'','\'(487-494.4]\'',0
'\'(460.1-487.8]\'','\'(511-539]\'','\'(482.8-504.5]\'','\'(471.2-487]\'','\'(472.2-479.6]\'',1
'\'(515.5-543.2]\'','\'(483-511]\'','\'(482.8-504.5]\'','\'(455.4-471.2]\'','\'(479.6-487]\'',1
'\'(515.5-543.2]\'','\'(483-511]\'','\'(504.5-526.2]\'','\'(487-502.8]\'','\'(464.8-472.2]\'',1
'\'(543.2-570.9]\'','\'(455-483]\'','\'(461.1-482.8]\'','\'(487-502.8]\'','\'(472.2-479.6]\'',0
