@relation 'spambase-weka.filters.supervised.attribute.Discretize-Rfirst-last-weka.filters.unsupervised.attribute.Remove-V-R46,41,9,17,3,5,2,56,52,23,35,25,24,26,53,16,28,7,58'

@attribute word_freq_edu {'\'(-inf-0.05]\'','\'(0.05-0.125]\'','\'(0.125-inf)\''}
@attribute word_freq_cs {'\'(-inf-0.01]\'','\'(0.01-inf)\''}
@attribute word_freq_order {'\'(-inf-0.045]\'','\'(0.045-inf)\''}
@attribute word_freq_business {'\'(-inf-0.065]\'','\'(0.065-0.94]\'','\'(0.94-inf)\''}
@attribute word_freq_all {'\'(-inf-0.235]\'','\'(0.235-1.93]\'','\'(1.93-inf)\''}
@attribute word_freq_our {'\'(-inf-0.01]\'','\'(0.01-0.345]\'','\'(0.345-inf)\''}
@attribute word_freq_address {'\'(-inf-0.075]\'','\'(0.075-1.77]\'','\'(1.77-5.115]\'','\'(5.115-inf)\''}
@attribute capital_run_length_longest {'\'(-inf-5.5]\'','\'(5.5-9.5]\'','\'(9.5-18.5]\'','\'(18.5-55.5]\'','\'(55.5-251.5]\'','\'(251.5-inf)\''}
@attribute char_freq_! {'\'(-inf-0.005]\'','\'(0.005-0.011]\'','\'(0.011-0.0795]\'','\'(0.0795-0.3775]\'','\'(0.3775-inf)\''}
@attribute word_freq_000 {'\'(-inf-0.125]\'','\'(0.125-0.26]\'','\'(0.26-inf)\''}
@attribute word_freq_85 {'\'(-inf-0.195]\'','\'(0.195-inf)\''}
@attribute word_freq_hp {'\'(-inf-0.12]\'','\'(0.12-1.495]\'','\'(1.495-inf)\''}
@attribute word_freq_money {'\'(-inf-0.01]\'','\'(0.01-inf)\''}
@attribute word_freq_hpl {'\'(-inf-0.12]\'','\'(0.12-inf)\''}
@attribute char_freq_$ {'\'(-inf-0.0125]\'','\'(0.0125-0.0555]\'','\'(0.0555-0.1475]\'','\'(0.1475-inf)\''}
@attribute word_freq_free {'\'(-inf-0.095]\'','\'(0.095-inf)\''}
@attribute word_freq_650 {'\'(-inf-0.01]\'','\'(0.01-inf)\''}
@attribute word_freq_remove {'\'(-inf-0.01]\'','\'(0.01-inf)\''}
@attribute class {0,1}

@data
'\'(-inf-0.05]\'','\'(-inf-0.01]\'','\'(-inf-0.045]\'','\'(-inf-0.065]\'','\'(-inf-0.235]\'','\'(-inf-0.01]\'','\'(-inf-0.075]\'','\'(5.5-9.5]\'','\'(0.3775-inf)\'','\'(-inf-0.125]\'','\'(-inf-0.195]\'','\'(-inf-0.12]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(-inf-0.095]\'','\'(-inf-0.01]\'','\'(0.01-inf)\'',1
'\'(-inf-0.05]\'','\'(-inf-0.01]\'','\'(-inf-0.045]\'','\'(-inf-0.065]\'','\'(0.235-1.93]\'','\'(0.345-inf)\'','\'(-inf-0.075]\'','\'(9.5-18.5]\'','\'(0.3775-inf)\'','\'(-inf-0.125]\'','\'(-inf-0.195]\'','\'(-inf-0.12]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(-inf-0.095]\'','\'(-inf-0.01]\'','\'(0.01-inf)\'',1
'\'(-inf-0.05]\'','\'(-inf-0.01]\'','\'(-inf-0.045]\'','\'(-inf-0.065]\'','\'(0.235-1.93]\'','\'(0.01-0.345]\'','\'(0.075-1.77]\'','\'(55.5-251.5]\'','\'(0.3775-inf)\'','\'(-inf-0.125]\'','\'(-inf-0.195]\'','\'(-inf-0.12]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(0.095-inf)\'','\'(-inf-0.01]\'','\'(-inf-0.01]\'',1
'\'(-inf-0.05]\'','\'(-inf-0.01]\'','\'(-inf-0.045]\'','\'(-inf-0.065]\'','\'(-inf-0.235]\'','\'(0.345-inf)\'','\'(-inf-0.075]\'','\'(5.5-9.5]\'','\'(-inf-0.005]\'','\'(-inf-0.125]\'','\'(-inf-0.195]\'','\'(-inf-0.12]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(-inf-0.095]\'','\'(-inf-0.01]\'','\'(0.01-inf)\'',1
'\'(-inf-0.05]\'','\'(-inf-0.01]\'','\'(-inf-0.045]\'','\'(-inf-0.065]\'','\'(0.235-1.93]\'','\'(0.345-inf)\'','\'(-inf-0.075]\'','\'(18.5-55.5]\'','\'(0.0795-0.3775]\'','\'(0.26-inf)\'','\'(-inf-0.195]\'','\'(-inf-0.12]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(0.095-inf)\'','\'(-inf-0.01]\'','\'(-inf-0.01]\'',1
'\'(-inf-0.05]\'','\'(-inf-0.01]\'','\'(-inf-0.045]\'','\'(-inf-0.065]\'','\'(0.235-1.93]\'','\'(0.345-inf)\'','\'(0.075-1.77]\'','\'(18.5-55.5]\'','\'(0.3775-inf)\'','\'(-inf-0.125]\'','\'(-inf-0.195]\'','\'(-inf-0.12]\'','\'(0.01-inf)\'','\'(-inf-0.12]\'','\'(0.0555-0.1475]\'','\'(0.095-inf)\'','\'(-inf-0.01]\'','\'(0.01-inf)\'',1
'\'(-inf-0.05]\'','\'(-inf-0.01]\'','\'(-inf-0.045]\'','\'(-inf-0.065]\'','\'(-inf-0.235]\'','\'(0.345-inf)\'','\'(-inf-0.075]\'','\'(18.5-55.5]\'','\'(0.3775-inf)\'','\'(-inf-0.125]\'','\'(-inf-0.195]\'','\'(-inf-0.12]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(-inf-0.095]\'','\'(-inf-0.01]\'','\'(-inf-0.01]\'',1
'\'(-inf-0.05]\'','\'(-inf-0.01]\'','\'(-inf-0.045]\'','\'(-inf-0.065]\'','\'(-inf-0.235]\'','\'(-inf-0.01]\'','\'(-inf-0.075]\'','\'(55.5-251.5]\'','\'(0.3775-inf)\'','\'(0.26-inf)\'','\'(-inf-0.195]\'','\'(-inf-0.12]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(0.1475-inf)\'','\'(-inf-0.095]\'','\'(-inf-0.01]\'','\'(-inf-0.01]\'',1
'\'(-inf-0.05]\'','\'(-inf-0.01]\'','\'(-inf-0.045]\'','\'(0.065-0.94]\'','\'(0.235-1.93]\'','\'(0.345-inf)\'','\'(-inf-0.075]\'','\'(-inf-5.5]\'','\'(0.3775-inf)\'','\'(-inf-0.125]\'','\'(-inf-0.195]\'','\'(-inf-0.12]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(-inf-0.095]\'','\'(-inf-0.01]\'','\'(0.01-inf)\'',1
'\'(-inf-0.05]\'','\'(-inf-0.01]\'','\'(0.045-inf)\'','\'(0.065-0.94]\'','\'(-inf-0.235]\'','\'(0.345-inf)\'','\'(0.075-1.77]\'','\'(55.5-251.5]\'','\'(0.011-0.0795]\'','\'(0.26-inf)\'','\'(-inf-0.195]\'','\'(-inf-0.12]\'','\'(0.01-inf)\'','\'(-inf-0.12]\'','\'(0.1475-inf)\'','\'(0.095-inf)\'','\'(0.01-inf)\'','\'(-inf-0.01]\'',1
'\'(-inf-0.05]\'','\'(-inf-0.01]\'','\'(-inf-0.045]\'','\'(-inf-0.065]\'','\'(-inf-0.235]\'','\'(-inf-0.01]\'','\'(-inf-0.075]\'','\'(5.5-9.5]\'','\'(0.3775-inf)\'','\'(-inf-0.125]\'','\'(-inf-0.195]\'','\'(-inf-0.12]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(-inf-0.095]\'','\'(-inf-0.01]\'','\'(-inf-0.01]\'',1
'\'(-inf-0.05]\'','\'(-inf-0.01]\'','\'(0.045-inf)\'','\'(-inf-0.065]\'','\'(-inf-0.235]\'','\'(0.345-inf)\'','\'(-inf-0.075]\'','\'(55.5-251.5]\'','\'(0.0795-0.3775]\'','\'(-inf-0.125]\'','\'(-inf-0.195]\'','\'(-inf-0.12]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(0.0125-0.0555]\'','\'(-inf-0.095]\'','\'(-inf-0.01]\'','\'(0.01-inf)\'',1
'\'(-inf-0.05]\'','\'(-inf-0.01]\'','\'(-inf-0.045]\'','\'(-inf-0.065]\'','\'(-inf-0.235]\'','\'(0.345-inf)\'','\'(-inf-0.075]\'','\'(9.5-18.5]\'','\'(0.3775-inf)\'','\'(-inf-0.125]\'','\'(-inf-0.195]\'','\'(-inf-0.12]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(0.095-inf)\'','\'(-inf-0.01]\'','\'(-inf-0.01]\'',1
'\'(-inf-0.05]\'','\'(-inf-0.01]\'','\'(-inf-0.045]\'','\'(-inf-0.065]\'','\'(-inf-0.235]\'','\'(0.345-inf)\'','\'(-inf-0.075]\'','\'(-inf-5.5]\'','\'(0.3775-inf)\'','\'(-inf-0.125]\'','\'(-inf-0.195]\'','\'(-inf-0.12]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(0.095-inf)\'','\'(-inf-0.01]\'','\'(-inf-0.01]\'',1
'\'(-inf-0.05]\'','\'(-inf-0.01]\'','\'(-inf-0.045]\'','\'(-inf-0.065]\'','\'(-inf-0.235]\'','\'(-inf-0.01]\'','\'(-inf-0.075]\'','\'(18.5-55.5]\'','\'(0.3775-inf)\'','\'(-inf-0.125]\'','\'(-inf-0.195]\'','\'(-inf-0.12]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(0.1475-inf)\'','\'(-inf-0.095]\'','\'(-inf-0.01]\'','\'(-inf-0.01]\'',1
'\'(-inf-0.05]\'','\'(-inf-0.01]\'','\'(0.045-inf)\'','\'(-inf-0.065]\'','\'(-inf-0.235]\'','\'(0.345-inf)\'','\'(-inf-0.075]\'','\'(55.5-251.5]\'','\'(0.0795-0.3775]\'','\'(-inf-0.125]\'','\'(-inf-0.195]\'','\'(-inf-0.12]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(0.0125-0.0555]\'','\'(-inf-0.095]\'','\'(-inf-0.01]\'','\'(0.01-inf)\'',1
'\'(-inf-0.05]\'','\'(-inf-0.01]\'','\'(-inf-0.045]\'','\'(-inf-0.065]\'','\'(-inf-0.235]\'','\'(-inf-0.01]\'','\'(-inf-0.075]\'','\'(18.5-55.5]\'','\'(0.3775-inf)\'','\'(-inf-0.125]\'','\'(-inf-0.195]\'','\'(-inf-0.12]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(0.1475-inf)\'','\'(-inf-0.095]\'','\'(-inf-0.01]\'','\'(-inf-0.01]\'',1
'\'(-inf-0.05]\'','\'(-inf-0.01]\'','\'(-inf-0.045]\'','\'(-inf-0.065]\'','\'(-inf-0.235]\'','\'(-inf-0.01]\'','\'(-inf-0.075]\'','\'(9.5-18.5]\'','\'(0.0795-0.3775]\'','\'(-inf-0.125]\'','\'(-inf-0.195]\'','\'(-inf-0.12]\'','\'(0.01-inf)\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(-inf-0.095]\'','\'(-inf-0.01]\'','\'(0.01-inf)\'',1
'\'(-inf-0.05]\'','\'(-inf-0.01]\'','\'(-inf-0.045]\'','\'(-inf-0.065]\'','\'(-inf-0.235]\'','\'(-inf-0.01]\'','\'(-inf-0.075]\'','\'(9.5-18.5]\'','\'(0.0795-0.3775]\'','\'(-inf-0.125]\'','\'(-inf-0.195]\'','\'(-inf-0.12]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(0.095-inf)\'','\'(-inf-0.01]\'','\'(-inf-0.01]\'',1
'\'(-inf-0.05]\'','\'(-inf-0.01]\'','\'(-inf-0.045]\'','\'(0.94-inf)\'','\'(-inf-0.235]\'','\'(0.345-inf)\'','\'(-inf-0.075]\'','\'(55.5-251.5]\'','\'(0.0795-0.3775]\'','\'(-inf-0.125]\'','\'(-inf-0.195]\'','\'(-inf-0.12]\'','\'(0.01-inf)\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(0.095-inf)\'','\'(-inf-0.01]\'','\'(0.01-inf)\'',1
'\'(-inf-0.05]\'','\'(-inf-0.01]\'','\'(-inf-0.045]\'','\'(0.94-inf)\'','\'(-inf-0.235]\'','\'(-inf-0.01]\'','\'(-inf-0.075]\'','\'(9.5-18.5]\'','\'(0.3775-inf)\'','\'(-inf-0.125]\'','\'(-inf-0.195]\'','\'(-inf-0.12]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(-inf-0.095]\'','\'(-inf-0.01]\'','\'(-inf-0.01]\'',1
'\'(-inf-0.05]\'','\'(-inf-0.01]\'','\'(-inf-0.045]\'','\'(-inf-0.065]\'','\'(1.93-inf)\'','\'(-inf-0.01]\'','\'(-inf-0.075]\'','\'(9.5-18.5]\'','\'(0.3775-inf)\'','\'(-inf-0.125]\'','\'(-inf-0.195]\'','\'(-inf-0.12]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(0.095-inf)\'','\'(-inf-0.01]\'','\'(-inf-0.01]\'',1
'\'(-inf-0.05]\'','\'(-inf-0.01]\'','\'(-inf-0.045]\'','\'(-inf-0.065]\'','\'(-inf-0.235]\'','\'(0.345-inf)\'','\'(-inf-0.075]\'','\'(9.5-18.5]\'','\'(-inf-0.005]\'','\'(-inf-0.125]\'','\'(-inf-0.195]\'','\'(-inf-0.12]\'','\'(0.01-inf)\'','\'(-inf-0.12]\'','\'(0.0555-0.1475]\'','\'(0.095-inf)\'','\'(-inf-0.01]\'','\'(-inf-0.01]\'',1
'\'(-inf-0.05]\'','\'(-inf-0.01]\'','\'(-inf-0.045]\'','\'(-inf-0.065]\'','\'(-inf-0.235]\'','\'(-inf-0.01]\'','\'(-inf-0.075]\'','\'(-inf-5.5]\'','\'(-inf-0.005]\'','\'(-inf-0.125]\'','\'(-inf-0.195]\'','\'(-inf-0.12]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(0.1475-inf)\'','\'(-inf-0.095]\'','\'(-inf-0.01]\'','\'(-inf-0.01]\'',1
'\'(-inf-0.05]\'','\'(-inf-0.01]\'','\'(-inf-0.045]\'','\'(-inf-0.065]\'','\'(-inf-0.235]\'','\'(-inf-0.01]\'','\'(0.075-1.77]\'','\'(18.5-55.5]\'','\'(-inf-0.005]\'','\'(-inf-0.125]\'','\'(0.195-inf)\'','\'(0.12-1.495]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(-inf-0.095]\'','\'(0.01-inf)\'','\'(-inf-0.01]\'',1
'\'(-inf-0.05]\'','\'(-inf-0.01]\'','\'(-inf-0.045]\'','\'(-inf-0.065]\'','\'(1.93-inf)\'','\'(-inf-0.01]\'','\'(-inf-0.075]\'','\'(5.5-9.5]\'','\'(0.3775-inf)\'','\'(-inf-0.125]\'','\'(-inf-0.195]\'','\'(-inf-0.12]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(-inf-0.095]\'','\'(-inf-0.01]\'','\'(-inf-0.01]\'',1
'\'(-inf-0.05]\'','\'(-inf-0.01]\'','\'(-inf-0.045]\'','\'(-inf-0.065]\'','\'(-inf-0.235]\'','\'(0.345-inf)\'','\'(-inf-0.075]\'','\'(9.5-18.5]\'','\'(0.3775-inf)\'','\'(-inf-0.125]\'','\'(-inf-0.195]\'','\'(-inf-0.12]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(0.095-inf)\'','\'(-inf-0.01]\'','\'(-inf-0.01]\'',1
'\'(-inf-0.05]\'','\'(-inf-0.01]\'','\'(-inf-0.045]\'','\'(0.94-inf)\'','\'(0.235-1.93]\'','\'(0.345-inf)\'','\'(-inf-0.075]\'','\'(55.5-251.5]\'','\'(0.3775-inf)\'','\'(0.26-inf)\'','\'(-inf-0.195]\'','\'(-inf-0.12]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(0.1475-inf)\'','\'(0.095-inf)\'','\'(-inf-0.01]\'','\'(0.01-inf)\'',1
'\'(-inf-0.05]\'','\'(-inf-0.01]\'','\'(-inf-0.045]\'','\'(-inf-0.065]\'','\'(0.235-1.93]\'','\'(0.345-inf)\'','\'(0.075-1.77]\'','\'(55.5-251.5]\'','\'(0.3775-inf)\'','\'(-inf-0.125]\'','\'(-inf-0.195]\'','\'(-inf-0.12]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(0.095-inf)\'','\'(-inf-0.01]\'','\'(-inf-0.01]\'',1
'\'(-inf-0.05]\'','\'(-inf-0.01]\'','\'(-inf-0.045]\'','\'(-inf-0.065]\'','\'(0.235-1.93]\'','\'(0.345-inf)\'','\'(0.075-1.77]\'','\'(55.5-251.5]\'','\'(0.3775-inf)\'','\'(-inf-0.125]\'','\'(-inf-0.195]\'','\'(-inf-0.12]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(0.095-inf)\'','\'(-inf-0.01]\'','\'(-inf-0.01]\'',1
'\'(-inf-0.05]\'','\'(-inf-0.01]\'','\'(-inf-0.045]\'','\'(-inf-0.065]\'','\'(-inf-0.235]\'','\'(0.345-inf)\'','\'(-inf-0.075]\'','\'(18.5-55.5]\'','\'(0.0795-0.3775]\'','\'(0.26-inf)\'','\'(-inf-0.195]\'','\'(-inf-0.12]\'','\'(0.01-inf)\'','\'(-inf-0.12]\'','\'(0.1475-inf)\'','\'(-inf-0.095]\'','\'(-inf-0.01]\'','\'(-inf-0.01]\'',1
'\'(-inf-0.05]\'','\'(-inf-0.01]\'','\'(-inf-0.045]\'','\'(-inf-0.065]\'','\'(-inf-0.235]\'','\'(0.345-inf)\'','\'(-inf-0.075]\'','\'(9.5-18.5]\'','\'(0.3775-inf)\'','\'(-inf-0.125]\'','\'(-inf-0.195]\'','\'(-inf-0.12]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(0.095-inf)\'','\'(-inf-0.01]\'','\'(-inf-0.01]\'',1
'\'(-inf-0.05]\'','\'(-inf-0.01]\'','\'(-inf-0.045]\'','\'(-inf-0.065]\'','\'(-inf-0.235]\'','\'(0.345-inf)\'','\'(-inf-0.075]\'','\'(9.5-18.5]\'','\'(0.3775-inf)\'','\'(-inf-0.125]\'','\'(-inf-0.195]\'','\'(-inf-0.12]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(0.095-inf)\'','\'(-inf-0.01]\'','\'(-inf-0.01]\'',1
'\'(-inf-0.05]\'','\'(-inf-0.01]\'','\'(-inf-0.045]\'','\'(0.065-0.94]\'','\'(0.235-1.93]\'','\'(0.345-inf)\'','\'(-inf-0.075]\'','\'(-inf-5.5]\'','\'(0.3775-inf)\'','\'(-inf-0.125]\'','\'(-inf-0.195]\'','\'(-inf-0.12]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(-inf-0.0125]\'','\'(-inf-0.095]\'','\'(-inf-0.01]\'','\'(0.01-inf)\'',1
'\'(-inf-0.05]\'','\'(-inf-0.01]\'','\'(-inf-0.045]\'','\'(0.94-inf)\'','\'(-inf-0.235]\'','\'(0.345-inf)\'','\'(-inf-0.075]\'','\'(18.5-55.5]\'','\'(0.3775-inf)\'','\'(-inf-0.125]\'','\'(-inf-0.195]\'','\'(-inf-0.12]\'','\'(-inf-0.01]\'','\'(-inf-0.12]\'','\'(0.0125-0.0555]\'','\'(0.095-inf)\'','\'(-inf-0.01]\'','\'(0.01-inf)\'',1
'\'(-inf-0.05]\'','\'(-inf-0.01]\'','\'(0.045-inf)\'','\'(-inf-0.065]\'','\'(0.235-1.93]\'','\'(0.345-inf)\'','\'(0.075-1.77]\'','\'(55.5-251.5]\'','\'(0.3775-inf)\'','\'(-inf-0.125]\'','\'(-inf-0.195]\'','\'(-inf-0.12]\'','\'(0.01-inf)\'','\'(-inf-0.12]\'','\'(0.0555-0.1475]\'','\'(-inf-0.095]\'','\'(-inf-0.01]\'','\'(-inf-0.01]\'',1
